iteration, enemy_level, game_time(s), date, my_score, enemy_score, battle_result
0, 1, 225, 2020-07-31T02:19:22+00:00, 4, 13, LOSE
0, 2, 225, 2020-07-31T02:24:09+00:00, 8, 5, WIN
0, 3, 225, 2020-07-31T02:28:55+00:00, 16, 13, WIN
1, 1, 225, 2020-07-31T02:33:42+00:00, 7, 2, WIN
1, 2, 225, 2020-07-31T02:38:28+00:00, 5, 13, LOSE
1, 3, 225, 2020-07-31T02:43:16+00:00, 11, 11, LOSE
2, 1, 225, 2020-07-31T02:48:02+00:00, 2, 2, LOSE
2, 2, 225, 2020-07-31T02:52:49+00:00, 6, 2, WIN
2, 3, 225, 2020-07-31T02:57:35+00:00, 2, 12, LOSE
