iteration, enemy_level, game_time(s), date, my_score, enemy_score, battle_result
0, 1, 225, 2020-07-31T10:02:10+00:00, 12, 1, WIN
0, 2, 225, 2020-07-31T10:06:58+00:00, 9, 2, WIN
0, 3, 225, 2020-07-31T10:11:46+00:00, 9, 13, LOSE
1, 1, 225, 2020-07-31T10:16:34+00:00, 10, 0, WIN
1, 2, 225, 2020-07-31T10:21:22+00:00, 9, 2, WIN
1, 3, 225, 2020-07-31T10:26:09+00:00, 6, 4, WIN
2, 1, 225, 2020-07-31T10:30:57+00:00, 15, 10, WIN
2, 2, 225, 2020-07-31T10:35:46+00:00, 13, 2, WIN
2, 3, 225, 2020-07-31T10:40:33+00:00, 12, 0, WIN
3, 1, 225, 2020-07-31T10:45:21+00:00, 16, 10, WIN
3, 2, 225, 2020-07-31T10:50:09+00:00, 9, 2, WIN
3, 3, 225, 2020-07-31T10:54:57+00:00, 7, 14, LOSE
4, 1, 225, 2020-07-31T10:59:45+00:00, 12, 12, LOSE
4, 2, 225, 2020-07-31T11:04:32+00:00, 10, 1, WIN
4, 3, 225, 2020-07-31T11:09:20+00:00, 7, 13, LOSE
5, 1, 225, 2020-07-31T11:14:08+00:00, 16, 9, WIN
5, 2, 225, 2020-07-31T11:18:56+00:00, 9, 2, WIN
5, 3, 225, 2020-07-31T11:23:44+00:00, 8, 14, LOSE
6, 1, 225, 2020-07-31T11:28:32+00:00, 12, 13, LOSE
6, 2, 225, 2020-07-31T11:33:20+00:00, 9, 2, WIN
6, 3, 225, 2020-07-31T11:38:07+00:00, 8, 10, LOSE
7, 1, 225, 2020-07-31T11:42:55+00:00, 18, 9, WIN
7, 2, 225, 2020-07-31T11:47:43+00:00, 9, 2, WIN
7, 3, 225, 2020-07-31T11:52:30+00:00, 17, 4, WIN
8, 1, 225, 2020-07-31T11:57:18+00:00, 17, 13, WIN
8, 2, 225, 2020-07-31T12:02:06+00:00, 9, 2, WIN
8, 3, 225, 2020-07-31T12:06:54+00:00, 9, 2, WIN
9, 1, 225, 2020-07-31T12:11:41+00:00, 10, 0, WIN
9, 2, 225, 2020-07-31T12:16:29+00:00, 9, 2, WIN
9, 3, 225, 2020-07-31T12:21:17+00:00, 10, 9, WIN
10, 1, 225, 2020-07-31T12:26:05+00:00, 10, 0, WIN
10, 2, 225, 2020-07-31T12:30:52+00:00, 10, 1, WIN
10, 3, 225, 2020-07-31T12:35:40+00:00, 12, 0, WIN
11, 1, 225, 2020-07-31T12:40:28+00:00, 10, 0, WIN
11, 2, 225, 2020-07-31T12:45:16+00:00, 9, 2, WIN
11, 3, 225, 2020-07-31T12:50:03+00:00, 8, 12, LOSE
12, 1, 225, 2020-07-31T12:54:51+00:00, 12, 10, WIN
12, 2, 225, 2020-07-31T12:59:38+00:00, 9, 2, WIN
12, 3, 225, 2020-07-31T13:04:26+00:00, 20, 13, WIN
13, 1, 225, 2020-07-31T13:09:14+00:00, 15, 13, WIN
13, 2, 225, 2020-07-31T13:14:01+00:00, 13, 1, WIN
13, 3, 225, 2020-07-31T13:18:49+00:00, 10, 0, WIN
14, 1, 225, 2020-07-31T13:23:37+00:00, 16, 4, WIN
14, 2, 225, 2020-07-31T13:28:25+00:00, 9, 2, WIN
14, 3, 225, 2020-07-31T13:33:12+00:00, 12, 12, LOSE
15, 1, 225, 2020-07-31T13:38:00+00:00, 17, 3, WIN
15, 2, 225, 2020-07-31T13:42:48+00:00, 9, 2, WIN
15, 3, 225, 2020-07-31T13:47:36+00:00, 6, 7, LOSE
16, 1, 225, 2020-07-31T13:52:23+00:00, 10, 0, WIN
16, 2, 225, 2020-07-31T13:57:11+00:00, 9, 7, WIN
16, 3, 225, 2020-07-31T14:01:59+00:00, 10, 0, WIN
17, 1, 225, 2020-07-31T14:06:47+00:00, 16, 10, WIN
17, 2, 225, 2020-07-31T14:11:34+00:00, 9, 2, WIN
17, 3, 225, 2020-07-31T14:16:22+00:00, 2, 12, LOSE
18, 1, 225, 2020-07-31T14:21:10+00:00, 15, 13, WIN
18, 2, 225, 2020-07-31T14:25:57+00:00, 9, 2, WIN
18, 3, 225, 2020-07-31T14:30:45+00:00, 12, 8, WIN
19, 1, 225, 2020-07-31T14:35:33+00:00, 19, 13, WIN
19, 2, 225, 2020-07-31T14:40:20+00:00, 9, 2, WIN
19, 3, 225, 2020-07-31T14:45:08+00:00, 9, 13, LOSE
20, 1, 225, 2020-07-31T14:49:56+00:00, 12, 13, LOSE
20, 2, 225, 2020-07-31T14:54:43+00:00, 13, 1, WIN
20, 3, 225, 2020-07-31T14:59:31+00:00, 8, 13, LOSE
21, 1, 225, 2020-07-31T15:04:18+00:00, 12, 10, WIN
21, 2, 225, 2020-07-31T15:09:06+00:00, 9, 2, WIN
21, 3, 225, 2020-07-31T15:13:55+00:00, 12, 10, WIN
22, 1, 225, 2020-07-31T15:18:43+00:00, 18, 6, WIN
22, 2, 225, 2020-07-31T15:23:30+00:00, 18, 6, WIN
22, 3, 225, 2020-07-31T15:28:18+00:00, 13, 1, WIN
23, 1, 225, 2020-07-31T15:33:06+00:00, 12, 10, WIN
23, 2, 225, 2020-07-31T15:37:53+00:00, 10, 1, WIN
23, 3, 225, 2020-07-31T15:42:41+00:00, 9, 2, WIN
24, 1, 225, 2020-07-31T15:47:29+00:00, 9, 10, LOSE
24, 2, 225, 2020-07-31T15:52:16+00:00, 9, 2, WIN
24, 3, 225, 2020-07-31T15:57:04+00:00, 12, 0, WIN
25, 1, 225, 2020-07-31T16:01:51+00:00, 17, 5, WIN
25, 2, 225, 2020-07-31T16:06:39+00:00, 8, 2, WIN
25, 3, 225, 2020-07-31T16:11:27+00:00, 13, 1, WIN
26, 1, 225, 2020-07-31T16:16:14+00:00, 10, 0, WIN
26, 2, 225, 2020-07-31T16:21:02+00:00, 9, 2, WIN
26, 3, 225, 2020-07-31T16:25:50+00:00, 10, 0, WIN
27, 1, 225, 2020-07-31T16:30:38+00:00, 13, 9, WIN
27, 2, 225, 2020-07-31T16:35:25+00:00, 9, 2, WIN
27, 3, 225, 2020-07-31T16:40:13+00:00, 12, 7, WIN
28, 1, 225, 2020-07-31T16:45:01+00:00, 17, 4, WIN
28, 2, 225, 2020-07-31T16:49:49+00:00, 9, 2, WIN
28, 3, 225, 2020-07-31T16:54:36+00:00, 9, 2, WIN
29, 1, 225, 2020-07-31T16:59:24+00:00, 17, 10, WIN
29, 2, 225, 2020-07-31T17:04:12+00:00, 9, 10, LOSE
29, 3, 225, 2020-07-31T17:08:59+00:00, 12, 1, WIN
30, 1, 225, 2020-07-31T17:13:47+00:00, 17, 4, WIN
