iteration, enemy_level, game_time(s), date, my_score, enemy_score, battle_result
13, 1, 225, 2020-08-26T08:42:06+00:00, 13, 2, WIN
13, 2, 225, 2020-08-26T08:46:52+00:00, 9, 1, WIN
13, 3, 225, 2020-08-26T08:51:39+00:00, 10, 0, WIN
13, 4, 225, 2020-08-26T08:56:26+00:00, 13, 3, WIN
13, 5, 225, 2020-08-26T09:01:13+00:00, 16, 7, WIN
14, 1, 225, 2020-08-26T09:06:08+00:00, 13, 2, WIN
14, 2, 225, 2020-08-26T09:10:55+00:00, 13, 2, WIN
14, 3, 225, 2020-08-26T09:15:42+00:00, 12, 0, WIN
14, 4, 225, 2020-08-26T09:20:29+00:00, 16, 4, WIN
14, 5, 225, 2020-08-26T09:25:16+00:00, 15, 5, WIN
15, 1, 225, 2020-08-26T09:30:10+00:00, 8, 2, WIN
15, 2, 225, 2020-08-26T09:34:57+00:00, 12, 1, WIN
15, 3, 225, 2020-08-26T09:39:44+00:00, 12, 2, WIN
15, 4, 225, 2020-08-26T09:44:31+00:00, 9, 2, WIN
15, 5, 225, 2020-08-26T09:49:18+00:00, 16, 4, WIN
16, 1, 225, 2020-08-26T09:54:12+00:00, 13, 2, WIN
16, 2, 225, 2020-08-26T09:58:58+00:00, 13, 2, WIN
16, 3, 225, 2020-08-26T10:03:46+00:00, 11, 0, WIN
16, 4, 225, 2020-08-26T10:08:33+00:00, 11, 2, WIN
16, 5, 225, 2020-08-26T10:13:20+00:00, 7, 8, LOSE
17, 1, 225, 2020-08-26T10:18:14+00:00, 13, 2, WIN
17, 2, 225, 2020-08-26T10:23:01+00:00, 16, 2, WIN
17, 3, 225, 2020-08-26T10:27:47+00:00, 4, 1, WIN
17, 4, 225, 2020-08-26T10:32:34+00:00, 11, 1, WIN
17, 5, 225, 2020-08-26T10:37:21+00:00, 15, 5, WIN
18, 1, 225, 2020-08-26T10:42:15+00:00, 9, 10, LOSE
18, 2, 225, 2020-08-26T10:47:02+00:00, 14, 2, WIN
18, 3, 225, 2020-08-26T10:51:48+00:00, 10, 0, WIN
18, 4, 225, 2020-08-26T10:56:35+00:00, 7, 2, WIN
18, 5, 225, 2020-08-26T11:01:23+00:00, 7, 5, WIN
19, 1, 225, 2020-08-26T11:06:17+00:00, 12, 2, WIN
19, 2, 225, 2020-08-26T11:11:03+00:00, 14, 2, WIN
19, 3, 225, 2020-08-26T11:15:51+00:00, 10, 0, WIN
19, 4, 225, 2020-08-26T11:20:38+00:00, 9, 2, WIN
19, 5, 225, 2020-08-26T11:25:25+00:00, 11, 6, WIN
20, 1, 225, 2020-08-26T11:30:18+00:00, 10, 13, LOSE
20, 2, 225, 2020-08-26T11:35:05+00:00, 11, 1, WIN
20, 3, 225, 2020-08-26T11:39:52+00:00, 12, 2, WIN
20, 4, 225, 2020-08-26T11:44:39+00:00, 6, 5, WIN
20, 5, 225, 2020-08-26T11:49:27+00:00, 15, 5, WIN
21, 1, 225, 2020-08-26T11:54:20+00:00, 9, 2, WIN
21, 2, 225, 2020-08-26T11:59:07+00:00, 14, 1, WIN
21, 3, 225, 2020-08-26T12:03:54+00:00, 12, 0, WIN
21, 4, 225, 2020-08-26T12:08:41+00:00, 4, 2, WIN
21, 5, 225, 2020-08-26T12:13:28+00:00, 17, 6, WIN
22, 1, 225, 2020-08-26T12:18:21+00:00, 9, 5, WIN
22, 2, 225, 2020-08-26T12:23:08+00:00, 12, 1, WIN
22, 3, 225, 2020-08-26T12:27:55+00:00, 11, 1, WIN
22, 4, 225, 2020-08-26T12:32:42+00:00, 15, 14, WIN
22, 5, 225, 2020-08-26T12:37:30+00:00, 15, 5, WIN
23, 1, 225, 2020-08-26T12:42:24+00:00, 13, 2, WIN
23, 2, 225, 2020-08-26T12:47:11+00:00, 12, 1, WIN
23, 3, 225, 2020-08-26T12:51:58+00:00, 11, 0, WIN
23, 4, 225, 2020-08-26T12:56:45+00:00, 8, 13, LOSE
23, 5, 225, 2020-08-26T13:01:32+00:00, 15, 5, WIN
24, 1, 225, 2020-08-26T13:06:26+00:00, 8, 2, WIN
24, 2, 225, 2020-08-26T13:11:13+00:00, 16, 2, WIN
24, 3, 225, 2020-08-26T13:16:00+00:00, 11, 0, WIN
24, 4, 225, 2020-08-26T13:20:47+00:00, 15, 4, WIN
24, 5, 225, 2020-08-26T13:25:34+00:00, 11, 12, LOSE
25, 1, 225, 2020-08-26T13:30:27+00:00, 12, 2, WIN
25, 2, 225, 2020-08-26T13:35:14+00:00, 13, 2, WIN
25, 3, 225, 2020-08-26T13:40:01+00:00, 12, 0, WIN
25, 4, 225, 2020-08-26T13:44:48+00:00, 3, 3, LOSE
25, 5, 225, 2020-08-26T13:49:35+00:00, 12, 10, WIN
26, 1, 225, 2020-08-26T13:54:29+00:00, 13, 2, WIN
26, 2, 225, 2020-08-26T13:59:15+00:00, 12, 1, WIN
26, 3, 225, 2020-08-26T14:04:02+00:00, 10, 0, WIN
26, 4, 225, 2020-08-26T14:08:49+00:00, 8, 4, WIN
26, 5, 225, 2020-08-26T14:13:36+00:00, 15, 4, WIN
27, 1, 225, 2020-08-26T14:18:30+00:00, 13, 2, WIN
27, 2, 225, 2020-08-26T14:23:17+00:00, 12, 1, WIN
27, 3, 225, 2020-08-26T14:28:04+00:00, 10, 0, WIN
27, 4, 225, 2020-08-26T14:32:51+00:00, 10, 2, WIN
27, 5, 225, 2020-08-26T14:37:39+00:00, 15, 5, WIN
28, 1, 225, 2020-08-26T14:42:32+00:00, 14, 2, WIN
28, 2, 225, 2020-08-26T14:47:19+00:00, 11, 1, WIN
28, 3, 225, 2020-08-26T14:52:07+00:00, 11, 0, WIN
28, 4, 225, 2020-08-26T14:56:54+00:00, 4, 2, WIN
28, 5, 225, 2020-08-26T15:01:42+00:00, 12, 8, WIN
29, 1, 225, 2020-08-26T15:06:35+00:00, 11, 13, LOSE
29, 2, 225, 2020-08-26T15:11:22+00:00, 11, 1, WIN
29, 3, 225, 2020-08-26T15:16:09+00:00, 10, 0, WIN
29, 4, 225, 2020-08-26T15:20:56+00:00, 6, 4, WIN
29, 5, 225, 2020-08-26T15:25:43+00:00, 6, 9, LOSE
30, 1, 225, 2020-08-26T15:30:37+00:00, 13, 2, WIN
30, 2, 225, 2020-08-26T15:35:24+00:00, 12, 1, WIN
30, 3, 225, 2020-08-26T15:40:11+00:00, 12, 0, WIN
30, 4, 225, 2020-08-26T15:44:58+00:00, 7, 3, WIN
30, 5, 225, 2020-08-26T15:49:45+00:00, 11, 9, WIN
31, 1, 225, 2020-08-26T15:54:39+00:00, 14, 2, WIN
31, 2, 225, 2020-08-26T15:59:26+00:00, 12, 1, WIN
31, 3, 225, 2020-08-26T16:04:13+00:00, 10, 0, WIN
31, 4, 225, 2020-08-26T16:09:00+00:00, 13, 2, WIN
31, 5, 225, 2020-08-26T16:13:47+00:00, 13, 2, WIN
32, 1, 225, 2020-08-26T16:18:42+00:00, 13, 2, WIN
32, 2, 225, 2020-08-26T16:23:29+00:00, 11, 0, WIN
32, 3, 225, 2020-08-26T16:28:16+00:00, 12, 0, WIN
32, 4, 225, 2020-08-26T16:33:04+00:00, 10, 5, WIN
32, 5, 225, 2020-08-26T16:37:51+00:00, 16, 4, WIN
