iteration, enemy_level, game_time(s), date, my_score, enemy_score, battle_result
0, 1, 225, 2020-07-31T02:33:00+00:00, 17, 10, WIN
0, 2, 225, 2020-07-31T02:37:48+00:00, 9, 2, WIN
0, 3, 225, 2020-07-31T02:42:36+00:00, 12, 2, WIN
1, 1, 225, 2020-07-31T02:47:23+00:00, 13, 4, WIN
1, 2, 225, 2020-07-31T02:52:11+00:00, 12, 1, WIN
1, 3, 225, 2020-07-31T02:56:59+00:00, 9, 13, LOSE
2, 1, 225, 2020-07-31T03:01:47+00:00, 15, 7, WIN
2, 2, 225, 2020-07-31T03:06:35+00:00, 9, 2, WIN
2, 3, 225, 2020-07-31T03:11:23+00:00, 2, 12, LOSE
