iteration, enemy_level, game_time(s), date, my_score, enemy_score, battle_result, my_side
#--> latest commit:631125654da103d07d9ffe8f7e2abe75a6302721 20210209124525 in burger_war_dev
0, 1, 300, 2021-02-09T12:52:36+00:00, 10, 0, WIN, r
0, 2, 300, 2021-02-09T12:58:43+00:00, 10, 0, WIN, r
0, 3, 300, 2021-02-09T13:04:50+00:00, 10, 0, WIN, r
0, 4, 300, 2021-02-09T13:10:55+00:00, 11, 3, WIN, r
0, 5, 300, 2021-02-09T13:17:03+00:00, 13, 2, WIN, r
0, 6, 300, 2021-02-09T13:23:10+00:00, 14, 3, WIN, r
0, 7, 300, 2021-02-09T13:29:17+00:00, 14, 2, WIN, r
0, 8, 300, 2021-02-09T13:35:24+00:00, 9, 1, WIN, r
1, 1, 300, 2021-02-09T13:41:45+00:00, 10, 0, WIN, r
1, 2, 300, 2021-02-09T13:47:52+00:00, 11, 1, WIN, r
1, 3, 300, 2021-02-09T13:53:59+00:00, 10, 0, WIN, r
1, 4, 300, 2021-02-09T14:00:07+00:00, 16, 4, WIN, r
1, 5, 300, 2021-02-09T14:06:14+00:00, 15, 5, WIN, r
1, 6, 300, 2021-02-09T14:12:21+00:00, 17, 14, WIN, r
1, 7, 300, 2021-02-09T14:18:29+00:00, 14, 4, WIN, r
1, 8, 300, 2021-02-09T14:24:36+00:00, 6, 1, WIN, r
2, 1, 300, 2021-02-09T14:30:57+00:00, 9, 1, WIN, r
2, 2, 300, 2021-02-09T14:37:04+00:00, 11, 1, WIN, r
2, 3, 300, 2021-02-09T14:43:11+00:00, 10, 0, WIN, r
2, 4, 300, 2021-02-09T14:49:18+00:00, 8, 2, WIN, r
2, 5, 300, 2021-02-09T14:55:25+00:00, 17, 3, WIN, r
2, 6, 300, 2021-02-09T15:01:29+00:00, 16, 10, WIN, r
2, 7, 300, 2021-02-09T15:07:36+00:00, 19, 7, WIN, r
2, 8, 300, 2021-02-09T15:13:44+00:00, 15, 3, WIN, r
3, 1, 300, 2021-02-09T15:20:04+00:00, 11, 0, WIN, r
3, 2, 300, 2021-02-09T15:26:11+00:00, 10, 0, WIN, r
3, 3, 300, 2021-02-09T15:32:18+00:00, 10, 0, WIN, r
3, 4, 300, 2021-02-09T15:38:25+00:00, 16, 2, WIN, r
3, 5, 300, 2021-02-09T15:44:32+00:00, 14, 7, WIN, r
3, 6, 300, 2021-02-09T15:50:39+00:00, 16, 6, WIN, r
3, 7, 300, 2021-02-09T15:56:46+00:00, 17, 5, WIN, r
3, 8, 300, 2021-02-09T16:02:54+00:00, 9, 2, WIN, r
