iteration, enemy_level, game_time(s), date, my_score, enemy_score, battle_result
#--> latest commit:1e7c8bc16408c776ac5b87b1b01671db466529fb
0, 1, 225, 2020-08-04T17:57:47+00:00, 12, 12, LOSE
0, 2, 225, 2020-08-04T18:02:34+00:00, 10, 1, WIN
0, 3, 225, 2020-08-04T18:07:22+00:00, 9, 13, LOSE
1, 1, 225, 2020-08-04T18:12:19+00:00, 17, 5, WIN
1, 2, 225, 2020-08-04T18:17:06+00:00, 12, 2, WIN
1, 3, 225, 2020-08-04T18:21:53+00:00, 7, 14, LOSE
2, 1, 225, 2020-08-04T18:26:48+00:00, 17, 10, WIN
2, 2, 225, 2020-08-04T18:31:36+00:00, 12, 2, WIN
2, 3, 225, 2020-08-04T18:36:23+00:00, 2, 13, LOSE
3, 1, 225, 2020-08-04T18:41:20+00:00, 12, 10, WIN
3, 2, 225, 2020-08-04T18:46:07+00:00, 9, 2, WIN
3, 3, 225, 2020-08-04T18:50:54+00:00, 7, 15, LOSE
4, 1, 225, 2020-08-04T18:55:48+00:00, 17, 5, WIN
4, 2, 225, 2020-08-04T19:00:36+00:00, 9, 2, WIN
4, 3, 225, 2020-08-04T19:05:23+00:00, 9, 7, WIN
5, 1, 225, 2020-08-04T19:10:19+00:00, 20, 13, WIN
5, 2, 225, 2020-08-04T19:15:06+00:00, 13, 1, WIN
5, 3, 225, 2020-08-04T19:19:53+00:00, 14, 12, WIN
6, 1, 225, 2020-08-04T19:24:48+00:00, 17, 10, WIN
6, 2, 225, 2020-08-04T19:29:35+00:00, 8, 2, WIN
6, 3, 225, 2020-08-04T19:34:23+00:00, 10, 15, LOSE
7, 1, 225, 2020-08-04T19:39:18+00:00, 10, 0, WIN
7, 2, 225, 2020-08-04T19:44:05+00:00, 13, 1, WIN
7, 3, 225, 2020-08-04T19:48:52+00:00, 12, 12, LOSE
8, 1, 225, 2020-08-04T19:53:48+00:00, 13, 3, WIN
8, 2, 225, 2020-08-04T19:58:35+00:00, 13, 1, WIN
8, 3, 225, 2020-08-04T20:03:23+00:00, 10, 0, WIN
9, 1, 225, 2020-08-04T20:08:20+00:00, 15, 12, WIN
9, 2, 225, 2020-08-04T20:13:07+00:00, 9, 2, WIN
9, 3, 225, 2020-08-04T20:17:54+00:00, 16, 5, WIN
10, 1, 225, 2020-08-04T20:22:50+00:00, 10, 0, WIN
10, 2, 225, 2020-08-04T20:27:37+00:00, 9, 2, WIN
10, 3, 225, 2020-08-04T20:32:24+00:00, 10, 0, WIN
11, 1, 225, 2020-08-04T20:37:19+00:00, 12, 12, LOSE
11, 2, 225, 2020-08-04T20:42:06+00:00, 13, 1, WIN
11, 3, 225, 2020-08-04T20:46:53+00:00, 13, 1, WIN
12, 1, 225, 2020-08-04T20:51:48+00:00, 17, 7, WIN
12, 2, 225, 2020-08-04T20:56:35+00:00, 13, 1, WIN
12, 3, 225, 2020-08-04T21:01:23+00:00, 13, 5, WIN
13, 1, 225, 2020-08-04T21:06:18+00:00, 10, 0, WIN
13, 2, 225, 2020-08-04T21:11:05+00:00, 9, 2, WIN
13, 3, 225, 2020-08-04T21:15:52+00:00, 10, 0, WIN
14, 1, 225, 2020-08-04T21:20:48+00:00, 17, 10, WIN
14, 2, 225, 2020-08-04T21:25:35+00:00, 12, 2, WIN
14, 3, 225, 2020-08-04T21:30:22+00:00, 13, 1, WIN
15, 1, 225, 2020-08-04T21:35:16+00:00, 10, 0, WIN
15, 2, 225, 2020-08-04T21:40:04+00:00, 9, 2, WIN
15, 3, 225, 2020-08-04T21:44:51+00:00, 9, 10, LOSE
16, 1, 225, 2020-08-04T21:49:47+00:00, 16, 10, WIN
16, 2, 225, 2020-08-04T21:54:34+00:00, 9, 2, WIN
16, 3, 225, 2020-08-04T21:59:22+00:00, 13, 1, WIN
17, 1, 225, 2020-08-04T22:04:18+00:00, 10, 4, WIN
17, 2, 225, 2020-08-04T22:09:05+00:00, 9, 2, WIN
17, 3, 225, 2020-08-04T22:13:52+00:00, 12, 2, WIN
18, 1, 225, 2020-08-04T22:18:48+00:00, 10, 0, WIN
18, 2, 225, 2020-08-04T22:23:35+00:00, 9, 2, WIN
18, 3, 225, 2020-08-04T22:28:22+00:00, 16, 3, WIN
19, 1, 225, 2020-08-04T22:33:18+00:00, 21, 12, WIN
19, 2, 225, 2020-08-04T22:38:05+00:00, 8, 2, WIN
19, 3, 225, 2020-08-04T22:42:53+00:00, 10, 0, WIN
20, 1, 225, 2020-08-04T22:47:50+00:00, 17, 10, WIN
20, 2, 225, 2020-08-04T22:52:37+00:00, 9, 2, WIN
20, 3, 225, 2020-08-04T22:57:24+00:00, 14, 13, WIN
21, 1, 225, 2020-08-04T23:02:20+00:00, 17, 10, WIN
21, 2, 225, 2020-08-04T23:07:07+00:00, 9, 2, WIN
21, 3, 225, 2020-08-04T23:11:54+00:00, 9, 12, LOSE
22, 1, 225, 2020-08-04T23:16:51+00:00, 12, 9, WIN
22, 2, 225, 2020-08-04T23:21:38+00:00, 9, 2, WIN
22, 3, 225, 2020-08-04T23:26:25+00:00, 8, 14, LOSE
23, 1, 225, 2020-08-04T23:31:20+00:00, 10, 0, WIN
23, 2, 225, 2020-08-04T23:36:08+00:00, 10, 1, WIN
23, 3, 225, 2020-08-04T23:40:55+00:00, 12, 2, WIN
24, 1, 225, 2020-08-04T23:45:55+00:00, 17, 13, WIN
24, 2, 225, 2020-08-04T23:50:43+00:00, 10, 1, WIN
24, 3, 225, 2020-08-04T23:55:30+00:00, 16, 7, WIN
25, 1, 225, 2020-08-05T00:00:26+00:00, 17, 5, WIN
25, 2, 225, 2020-08-05T00:05:13+00:00, 9, 2, WIN
25, 3, 225, 2020-08-05T00:10:00+00:00, 8, 7, WIN
26, 1, 225, 2020-08-05T00:14:58+00:00, 21, 12, WIN
26, 2, 225, 2020-08-05T00:19:45+00:00, 9, 2, WIN
26, 3, 225, 2020-08-05T00:24:32+00:00, 13, 1, WIN
27, 1, 225, 2020-08-05T00:29:28+00:00, 20, 9, WIN
27, 2, 225, 2020-08-05T00:34:16+00:00, 9, 2, WIN
27, 3, 225, 2020-08-05T00:39:03+00:00, 9, 13, LOSE
28, 1, 225, 2020-08-05T00:43:58+00:00, 17, 10, WIN
28, 2, 225, 2020-08-05T00:48:45+00:00, 9, 2, WIN
28, 3, 225, 2020-08-05T00:53:32+00:00, 6, 15, LOSE
29, 1, 225, 2020-08-05T00:58:28+00:00, 17, 5, WIN
29, 2, 225, 2020-08-05T01:03:16+00:00, 9, 2, WIN
29, 3, 225, 2020-08-05T01:08:03+00:00, 9, 12, LOSE
30, 1, 225, 2020-08-05T01:12:59+00:00, 14, 4, WIN
30, 2, 225, 2020-08-05T01:17:46+00:00, 9, 2, WIN
30, 3, 225, 2020-08-05T01:22:34+00:00, 8, 14, LOSE
31, 1, 225, 2020-08-05T01:27:30+00:00, 12, 10, WIN
31, 2, 225, 2020-08-05T01:32:17+00:00, 9, 2, WIN
31, 3, 225, 2020-08-05T01:37:04+00:00, 12, 1, WIN
32, 1, 225, 2020-08-05T01:42:01+00:00, 12, 13, LOSE
32, 2, 225, 2020-08-05T01:46:48+00:00, 9, 2, WIN
32, 3, 225, 2020-08-05T01:51:35+00:00, 13, 1, WIN
33, 1, 225, 2020-08-05T01:56:32+00:00, 17, 10, WIN
33, 2, 225, 2020-08-05T02:01:19+00:00, 9, 2, WIN
33, 3, 225, 2020-08-05T02:06:07+00:00, 10, 0, WIN
34, 1, 225, 2020-08-05T02:11:03+00:00, 12, 10, WIN
34, 2, 225, 2020-08-05T02:15:51+00:00, 9, 2, WIN
34, 3, 225, 2020-08-05T02:20:38+00:00, 11, 13, LOSE
35, 1, 225, 2020-08-05T02:25:36+00:00, 15, 4, WIN
35, 2, 225, 2020-08-05T02:30:23+00:00, 8, 2, WIN
35, 3, 225, 2020-08-05T02:35:11+00:00, 10, 0, WIN
36, 1, 225, 2020-08-05T02:40:08+00:00, 10, 0, WIN
36, 2, 225, 2020-08-05T02:44:55+00:00, 9, 2, WIN
36, 3, 225, 2020-08-05T02:49:43+00:00, 12, 1, WIN
