iteration, enemy_level, game_time(s), date, my_score, enemy_score, battle_result
333, 3, 225, 2020-08-09T12:18:42+00:00, 9, 12, LOSE
334, 1, 225, 2020-08-09T12:23:36+00:00, 20, 12, WIN
334, 2, 225, 2020-08-09T12:28:24+00:00, 14, 2, WIN
334, 3, 225, 2020-08-09T12:33:11+00:00, 8, 13, LOSE
335, 1, 225, 2020-08-09T12:38:06+00:00, 13, 6, WIN
335, 2, 225, 2020-08-09T12:42:54+00:00, 13, 1, WIN
335, 3, 225, 2020-08-09T12:47:42+00:00, 13, 1, WIN
336, 1, 225, 2020-08-09T12:52:36+00:00, 21, 12, WIN
336, 2, 225, 2020-08-09T12:57:24+00:00, 13, 1, WIN
336, 3, 225, 2020-08-09T13:02:12+00:00, 10, 0, WIN
337, 1, 225, 2020-08-09T13:07:05+00:00, 12, 13, LOSE
337, 2, 225, 2020-08-09T13:11:53+00:00, 9, 2, WIN
337, 3, 225, 2020-08-09T13:16:41+00:00, 9, 5, WIN
338, 1, 225, 2020-08-09T13:21:35+00:00, 20, 12, WIN
338, 2, 225, 2020-08-09T13:26:23+00:00, 14, 2, WIN
338, 3, 225, 2020-08-09T13:31:11+00:00, 13, 14, LOSE
339, 1, 225, 2020-08-09T13:36:05+00:00, 10, 0, WIN
339, 2, 225, 2020-08-09T13:40:52+00:00, 7, 2, WIN
339, 3, 225, 2020-08-09T13:45:40+00:00, 12, 1, WIN
#--> latest commit:5d96d28bfb1c10fce35772263abb2fd73d9c3c52
340, 1, 225, 2020-08-09T13:50:35+00:00, 12, 10, WIN
340, 2, 225, 2020-08-09T13:55:23+00:00, 12, 2, WIN
340, 3, 225, 2020-08-09T14:00:11+00:00, 10, 0, WIN
341, 1, 225, 2020-08-09T14:05:05+00:00, 17, 10, WIN
341, 2, 225, 2020-08-09T14:09:52+00:00, 12, 1, WIN
341, 3, 225, 2020-08-09T14:14:41+00:00, 4, 14, LOSE
342, 1, 225, 2020-08-09T14:19:34+00:00, 6, 10, LOSE
342, 2, 225, 2020-08-09T14:24:22+00:00, 12, 2, WIN
342, 3, 225, 2020-08-09T14:29:10+00:00, 8, 12, LOSE
343, 1, 225, 2020-08-09T14:34:04+00:00, 9, 10, LOSE
343, 2, 225, 2020-08-09T14:38:52+00:00, 13, 1, WIN
343, 3, 225, 2020-08-09T14:43:40+00:00, 8, 15, LOSE
344, 1, 225, 2020-08-09T14:48:34+00:00, 14, 4, WIN
344, 2, 225, 2020-08-09T14:53:22+00:00, 14, 2, WIN
344, 3, 225, 2020-08-09T14:58:10+00:00, 9, 12, LOSE
345, 1, 225, 2020-08-09T15:03:04+00:00, 17, 11, WIN
345, 2, 225, 2020-08-09T15:07:52+00:00, 13, 1, WIN
345, 3, 225, 2020-08-09T15:12:41+00:00, 17, 13, WIN
346, 1, 225, 2020-08-09T15:17:36+00:00, 9, 10, LOSE
346, 2, 225, 2020-08-09T15:22:24+00:00, 12, 2, WIN
346, 3, 225, 2020-08-09T15:27:12+00:00, 10, 6, WIN
347, 1, 225, 2020-08-09T15:32:06+00:00, 10, 0, WIN
347, 2, 225, 2020-08-09T15:36:54+00:00, 14, 2, WIN
347, 3, 225, 2020-08-09T15:41:42+00:00, 1, 12, LOSE
348, 1, 225, 2020-08-09T15:46:36+00:00, 11, 13, LOSE
348, 2, 225, 2020-08-09T15:51:24+00:00, 13, 1, WIN
348, 3, 225, 2020-08-09T15:56:12+00:00, 16, 9, WIN
349, 1, 225, 2020-08-09T16:01:06+00:00, 9, 10, LOSE
349, 2, 225, 2020-08-09T16:05:55+00:00, 9, 5, WIN
349, 3, 225, 2020-08-09T16:10:42+00:00, 13, 1, WIN
350, 1, 225, 2020-08-09T16:15:37+00:00, 13, 12, WIN
350, 2, 225, 2020-08-09T16:20:24+00:00, 12, 2, WIN
350, 3, 225, 2020-08-09T16:25:13+00:00, 10, 0, WIN
351, 1, 225, 2020-08-09T16:30:07+00:00, 19, 9, WIN
351, 2, 225, 2020-08-09T16:34:54+00:00, 16, 2, WIN
351, 3, 225, 2020-08-09T16:39:42+00:00, 2, 12, LOSE
352, 1, 225, 2020-08-09T16:44:36+00:00, 12, 13, LOSE
352, 2, 225, 2020-08-09T16:49:24+00:00, 14, 5, WIN
352, 3, 225, 2020-08-09T16:54:12+00:00, 10, 0, WIN
353, 1, 225, 2020-08-09T16:59:06+00:00, 16, 12, WIN
353, 2, 225, 2020-08-09T17:03:54+00:00, 14, 2, WIN
353, 3, 225, 2020-08-09T17:08:42+00:00, 11, 14, LOSE
354, 1, 225, 2020-08-09T17:13:36+00:00, 19, 8, WIN
354, 2, 225, 2020-08-09T17:18:24+00:00, 14, 2, WIN
354, 3, 225, 2020-08-09T17:23:12+00:00, 11, 1, WIN
355, 1, 225, 2020-08-09T17:28:06+00:00, 7, 1, WIN
355, 2, 225, 2020-08-09T17:32:53+00:00, 8, 2, WIN
355, 3, 225, 2020-08-09T17:37:41+00:00, 5, 14, LOSE
356, 1, 225, 2020-08-09T17:42:36+00:00, 12, 13, LOSE
356, 2, 225, 2020-08-09T17:47:23+00:00, 13, 2, WIN
356, 3, 225, 2020-08-09T17:52:11+00:00, 11, 14, LOSE
357, 1, 225, 2020-08-09T17:57:05+00:00, 21, 12, WIN
357, 2, 225, 2020-08-09T18:01:53+00:00, 6, 2, WIN
357, 3, 225, 2020-08-09T18:06:41+00:00, 13, 1, WIN
358, 1, 225, 2020-08-09T18:11:35+00:00, 21, 12, WIN
358, 2, 225, 2020-08-09T18:16:23+00:00, 14, 8, WIN
358, 3, 225, 2020-08-09T18:21:11+00:00, 13, 14, LOSE
359, 1, 225, 2020-08-09T18:26:05+00:00, 7, 4, WIN
359, 2, 225, 2020-08-09T18:30:53+00:00, 13, 1, WIN
359, 3, 225, 2020-08-09T18:35:41+00:00, 17, 13, WIN
360, 1, 225, 2020-08-09T18:40:35+00:00, 17, 10, WIN
360, 2, 225, 2020-08-09T18:45:23+00:00, 15, 2, WIN
360, 3, 225, 2020-08-09T18:50:12+00:00, 10, 1, WIN
361, 1, 225, 2020-08-09T18:55:06+00:00, 18, 6, WIN
361, 2, 225, 2020-08-09T18:59:53+00:00, 12, 2, WIN
361, 3, 225, 2020-08-09T19:04:41+00:00, 12, 12, LOSE
362, 1, 225, 2020-08-09T19:09:35+00:00, 13, 9, WIN
362, 2, 225, 2020-08-09T19:14:23+00:00, 9, 2, WIN
362, 3, 225, 2020-08-09T19:19:11+00:00, 7, 12, LOSE
363, 1, 225, 2020-08-09T19:24:05+00:00, 10, 0, WIN
363, 2, 225, 2020-08-09T19:28:53+00:00, 8, 2, WIN
363, 3, 225, 2020-08-09T19:33:41+00:00, 9, 2, WIN
364, 1, 225, 2020-08-09T19:38:35+00:00, 18, 12, WIN
364, 2, 225, 2020-08-09T19:43:22+00:00, 16, 7, WIN
364, 3, 225, 2020-08-09T19:48:10+00:00, 12, 2, WIN
365, 1, 225, 2020-08-09T19:53:04+00:00, 21, 11, WIN
365, 2, 225, 2020-08-09T19:57:52+00:00, 9, 2, WIN
365, 3, 225, 2020-08-09T20:02:40+00:00, 9, 13, LOSE
366, 1, 225, 2020-08-09T20:07:34+00:00, 17, 5, WIN
366, 2, 225, 2020-08-09T20:12:21+00:00, 10, 4, WIN
366, 3, 225, 2020-08-09T20:17:10+00:00, 12, 12, LOSE
367, 1, 225, 2020-08-09T20:22:04+00:00, 21, 11, WIN
367, 2, 225, 2020-08-09T20:26:52+00:00, 13, 1, WIN
367, 3, 225, 2020-08-09T20:31:40+00:00, 11, 14, LOSE
368, 1, 225, 2020-08-09T20:36:34+00:00, 16, 4, WIN
368, 2, 225, 2020-08-09T20:41:22+00:00, 17, 5, WIN
368, 3, 225, 2020-08-09T20:46:10+00:00, 4, 14, LOSE
369, 1, 225, 2020-08-09T20:51:04+00:00, 18, 12, WIN
369, 2, 225, 2020-08-09T20:55:52+00:00, 14, 2, WIN
369, 3, 225, 2020-08-09T21:00:40+00:00, 2, 13, LOSE
370, 1, 225, 2020-08-09T21:05:34+00:00, 10, 12, LOSE
370, 2, 225, 2020-08-09T21:10:22+00:00, 12, 2, WIN
370, 3, 225, 2020-08-09T21:15:10+00:00, 7, 14, LOSE
371, 1, 225, 2020-08-09T21:20:06+00:00, 17, 6, WIN
371, 2, 225, 2020-08-09T21:24:54+00:00, 13, 1, WIN
371, 3, 225, 2020-08-09T21:29:43+00:00, 10, 0, WIN
372, 1, 225, 2020-08-09T21:34:37+00:00, 12, 1, WIN
372, 2, 225, 2020-08-09T21:39:25+00:00, 14, 2, WIN
372, 3, 225, 2020-08-09T21:44:13+00:00, 13, 1, WIN
373, 1, 225, 2020-08-09T21:49:08+00:00, 10, 0, WIN
373, 2, 225, 2020-08-09T21:53:56+00:00, 12, 2, WIN
373, 3, 225, 2020-08-09T21:58:43+00:00, 8, 14, LOSE
374, 1, 225, 2020-08-09T22:03:37+00:00, 17, 9, WIN
374, 2, 225, 2020-08-09T22:08:25+00:00, 17, 10, WIN
374, 3, 225, 2020-08-09T22:13:13+00:00, 7, 14, LOSE
375, 1, 225, 2020-08-09T22:18:07+00:00, 16, 12, WIN
375, 2, 225, 2020-08-09T22:22:56+00:00, 9, 2, WIN
375, 3, 225, 2020-08-09T22:27:44+00:00, 13, 1, WIN
376, 1, 225, 2020-08-09T22:32:39+00:00, 16, 7, WIN
376, 2, 225, 2020-08-09T22:37:28+00:00, 10, 1, WIN
376, 3, 225, 2020-08-09T22:42:17+00:00, 10, 0, WIN
377, 1, 225, 2020-08-09T22:47:12+00:00, 3, 2, WIN
377, 2, 225, 2020-08-09T22:52:00+00:00, 12, 2, WIN
377, 3, 225, 2020-08-09T22:56:49+00:00, 10, 4, WIN
378, 1, 225, 2020-08-09T23:01:43+00:00, 15, 9, WIN
378, 2, 225, 2020-08-09T23:06:30+00:00, 12, 2, WIN
378, 3, 225, 2020-08-09T23:11:18+00:00, 10, 12, LOSE
379, 1, 225, 2020-08-09T23:16:12+00:00, 20, 13, WIN
379, 2, 225, 2020-08-09T23:21:00+00:00, 13, 1, WIN
379, 3, 225, 2020-08-09T23:25:48+00:00, 12, 0, WIN
380, 1, 225, 2020-08-09T23:30:42+00:00, 7, 12, LOSE
380, 2, 225, 2020-08-09T23:35:30+00:00, 9, 5, WIN
380, 3, 225, 2020-08-09T23:40:18+00:00, 10, 0, WIN
381, 1, 225, 2020-08-09T23:45:12+00:00, 10, 0, WIN
381, 2, 225, 2020-08-09T23:50:00+00:00, 13, 1, WIN
381, 3, 225, 2020-08-09T23:54:48+00:00, 15, 2, WIN
382, 1, 225, 2020-08-09T23:59:42+00:00, 10, 0, WIN
382, 2, 225, 2020-08-10T00:04:30+00:00, 10, 1, WIN
382, 3, 225, 2020-08-10T00:09:17+00:00, 14, 16, LOSE
383, 1, 225, 2020-08-10T00:14:12+00:00, 12, 10, WIN
383, 2, 225, 2020-08-10T00:18:59+00:00, 9, 2, WIN
383, 3, 225, 2020-08-10T00:23:47+00:00, 12, 1, WIN
384, 1, 225, 2020-08-10T00:28:41+00:00, 10, 0, WIN
384, 2, 225, 2020-08-10T00:33:29+00:00, 12, 2, WIN
384, 3, 225, 2020-08-10T00:38:17+00:00, 10, 0, WIN
385, 1, 225, 2020-08-10T00:43:12+00:00, 12, 7, WIN
385, 2, 225, 2020-08-10T00:47:59+00:00, 9, 2, WIN
385, 3, 225, 2020-08-10T00:52:47+00:00, 13, 1, WIN
386, 1, 225, 2020-08-10T00:57:41+00:00, 14, 7, WIN
386, 2, 225, 2020-08-10T01:02:29+00:00, 12, 2, WIN
386, 3, 225, 2020-08-10T01:07:17+00:00, 6, 8, LOSE
387, 1, 225, 2020-08-10T01:12:11+00:00, 13, 12, WIN
387, 2, 225, 2020-08-10T01:16:59+00:00, 13, 1, WIN
387, 3, 225, 2020-08-10T01:21:46+00:00, 9, 13, LOSE
388, 1, 225, 2020-08-10T01:26:40+00:00, 12, 10, WIN
388, 2, 225, 2020-08-10T01:31:28+00:00, 14, 2, WIN
388, 3, 225, 2020-08-10T01:36:16+00:00, 12, 2, WIN
389, 1, 225, 2020-08-10T01:41:10+00:00, 12, 13, LOSE
389, 2, 225, 2020-08-10T01:45:58+00:00, 13, 1, WIN
389, 3, 225, 2020-08-10T01:50:46+00:00, 12, 12, LOSE
390, 1, 225, 2020-08-10T01:55:40+00:00, 9, 10, LOSE
390, 2, 225, 2020-08-10T02:00:28+00:00, 12, 2, WIN
390, 3, 225, 2020-08-10T02:05:16+00:00, 12, 2, WIN
391, 1, 225, 2020-08-10T02:10:10+00:00, 18, 12, WIN
391, 2, 225, 2020-08-10T02:14:58+00:00, 13, 1, WIN
391, 3, 225, 2020-08-10T02:19:45+00:00, 10, 0, WIN
392, 1, 225, 2020-08-10T02:24:40+00:00, 13, 12, WIN
392, 2, 225, 2020-08-10T02:29:28+00:00, 12, 2, WIN
392, 3, 225, 2020-08-10T02:34:16+00:00, 13, 1, WIN
393, 1, 225, 2020-08-10T02:39:10+00:00, 20, 9, WIN
393, 2, 225, 2020-08-10T02:43:58+00:00, 10, 1, WIN
393, 3, 225, 2020-08-10T02:48:46+00:00, 8, 14, LOSE
394, 1, 225, 2020-08-10T02:53:40+00:00, 10, 0, WIN
394, 2, 225, 2020-08-10T02:58:28+00:00, 14, 2, WIN
394, 3, 225, 2020-08-10T03:03:16+00:00, 11, 14, LOSE
395, 1, 225, 2020-08-10T03:08:10+00:00, 15, 13, WIN
395, 2, 225, 2020-08-10T03:12:58+00:00, 7, 2, WIN
395, 3, 225, 2020-08-10T03:17:45+00:00, 11, 14, LOSE
396, 1, 225, 2020-08-10T03:22:39+00:00, 10, 0, WIN
396, 2, 225, 2020-08-10T03:27:27+00:00, 17, 10, WIN
396, 3, 225, 2020-08-10T03:32:15+00:00, 10, 9, WIN
397, 1, 225, 2020-08-10T03:37:09+00:00, 7, 4, WIN
397, 2, 225, 2020-08-10T03:41:57+00:00, 16, 7, WIN
397, 3, 225, 2020-08-10T03:46:44+00:00, 10, 1, WIN
398, 1, 225, 2020-08-10T03:51:38+00:00, 12, 13, LOSE
398, 2, 225, 2020-08-10T03:56:27+00:00, 9, 10, LOSE
398, 3, 225, 2020-08-10T04:01:14+00:00, 9, 11, LOSE
399, 1, 225, 2020-08-10T04:06:08+00:00, 12, 13, LOSE
399, 2, 225, 2020-08-10T04:10:56+00:00, 13, 12, WIN
399, 3, 225, 2020-08-10T04:15:44+00:00, 10, 12, LOSE
400, 1, 225, 2020-08-10T04:20:38+00:00, 8, 10, LOSE
400, 2, 225, 2020-08-10T04:25:26+00:00, 14, 12, WIN
400, 3, 225, 2020-08-10T04:30:14+00:00, 12, 1, WIN
401, 1, 225, 2020-08-10T04:35:08+00:00, 10, 0, WIN
401, 2, 225, 2020-08-10T04:39:56+00:00, 14, 2, WIN
401, 3, 225, 2020-08-10T04:44:44+00:00, 13, 12, WIN
402, 1, 225, 2020-08-10T04:49:38+00:00, 17, 4, WIN
402, 2, 225, 2020-08-10T04:54:26+00:00, 9, 2, WIN
402, 3, 225, 2020-08-10T04:59:14+00:00, 13, 1, WIN
403, 1, 225, 2020-08-10T05:04:08+00:00, 14, 2, WIN
403, 2, 225, 2020-08-10T05:08:56+00:00, 17, 7, WIN
403, 3, 225, 2020-08-10T05:13:44+00:00, 10, 0, WIN
404, 1, 225, 2020-08-10T05:18:39+00:00, 17, 13, WIN
404, 2, 225, 2020-08-10T05:23:26+00:00, 13, 1, WIN
404, 3, 225, 2020-08-10T05:28:14+00:00, 10, 0, WIN
405, 1, 225, 2020-08-10T05:33:08+00:00, 18, 8, WIN
405, 2, 225, 2020-08-10T05:37:56+00:00, 9, 3, WIN
405, 3, 225, 2020-08-10T05:42:44+00:00, 11, 9, WIN
406, 1, 225, 2020-08-10T05:47:38+00:00, 9, 10, LOSE
406, 2, 225, 2020-08-10T05:52:26+00:00, 9, 10, LOSE
406, 3, 225, 2020-08-10T05:57:13+00:00, 10, 0, WIN
407, 1, 225, 2020-08-10T06:02:07+00:00, 18, 10, WIN
407, 2, 225, 2020-08-10T06:06:55+00:00, 7, 2, WIN
407, 3, 225, 2020-08-10T06:11:43+00:00, 10, 0, WIN
408, 1, 225, 2020-08-10T06:16:37+00:00, 19, 13, WIN
408, 2, 225, 2020-08-10T06:21:25+00:00, 9, 2, WIN
408, 3, 225, 2020-08-10T06:26:13+00:00, 13, 12, WIN
409, 1, 225, 2020-08-10T06:31:07+00:00, 10, 0, WIN
409, 2, 225, 2020-08-10T06:35:55+00:00, 13, 1, WIN
409, 3, 225, 2020-08-10T06:40:43+00:00, 9, 7, WIN
410, 1, 225, 2020-08-10T06:45:37+00:00, 17, 9, WIN
410, 2, 225, 2020-08-10T06:50:25+00:00, 14, 2, WIN
410, 3, 225, 2020-08-10T06:55:12+00:00, 13, 1, WIN
411, 1, 225, 2020-08-10T07:00:07+00:00, 10, 0, WIN
411, 2, 225, 2020-08-10T07:04:55+00:00, 16, 2, WIN
411, 3, 225, 2020-08-10T07:09:43+00:00, 10, 0, WIN
412, 1, 225, 2020-08-10T07:14:37+00:00, 15, 4, WIN
412, 2, 225, 2020-08-10T07:19:25+00:00, 13, 1, WIN
412, 3, 225, 2020-08-10T07:24:13+00:00, 10, 6, WIN
413, 1, 225, 2020-08-10T07:29:07+00:00, 7, 4, WIN
413, 2, 225, 2020-08-10T07:33:55+00:00, 14, 2, WIN
413, 3, 225, 2020-08-10T07:38:43+00:00, 10, 0, WIN
414, 1, 225, 2020-08-10T07:43:37+00:00, 10, 13, LOSE
414, 2, 225, 2020-08-10T07:48:25+00:00, 12, 2, WIN
414, 3, 225, 2020-08-10T07:53:12+00:00, 9, 13, LOSE
415, 1, 225, 2020-08-10T07:58:07+00:00, 9, 10, LOSE
415, 2, 225, 2020-08-10T08:02:54+00:00, 9, 2, WIN
415, 3, 225, 2020-08-10T08:07:42+00:00, 10, 12, LOSE
416, 1, 225, 2020-08-10T08:12:37+00:00, 20, 9, WIN
416, 2, 225, 2020-08-10T08:17:25+00:00, 12, 2, WIN
416, 3, 225, 2020-08-10T08:22:13+00:00, 16, 12, WIN
417, 1, 225, 2020-08-10T08:27:07+00:00, 10, 9, WIN
417, 2, 225, 2020-08-10T08:31:54+00:00, 9, 2, WIN
417, 3, 225, 2020-08-10T08:36:42+00:00, 11, 13, LOSE
418, 1, 225, 2020-08-10T08:41:37+00:00, 16, 12, WIN
418, 2, 225, 2020-08-10T08:46:24+00:00, 14, 2, WIN
418, 3, 225, 2020-08-10T08:51:12+00:00, 12, 12, LOSE
419, 1, 225, 2020-08-10T08:56:06+00:00, 10, 0, WIN
419, 2, 225, 2020-08-10T09:00:54+00:00, 14, 2, WIN
419, 3, 225, 2020-08-10T09:05:42+00:00, 13, 1, WIN
420, 1, 225, 2020-08-10T09:10:37+00:00, 17, 10, WIN
420, 2, 225, 2020-08-10T09:15:24+00:00, 15, 2, WIN
420, 3, 225, 2020-08-10T09:20:12+00:00, 9, 13, LOSE
421, 1, 225, 2020-08-10T09:25:06+00:00, 16, 8, WIN
421, 2, 225, 2020-08-10T09:29:54+00:00, 7, 2, WIN
421, 3, 225, 2020-08-10T09:34:42+00:00, 8, 13, LOSE
422, 1, 225, 2020-08-10T09:39:36+00:00, 12, 13, LOSE
422, 2, 225, 2020-08-10T09:44:24+00:00, 12, 2, WIN
422, 3, 225, 2020-08-10T09:49:12+00:00, 10, 4, WIN
423, 1, 225, 2020-08-10T09:54:06+00:00, 14, 1, WIN
423, 2, 225, 2020-08-10T09:58:54+00:00, 12, 2, WIN
423, 3, 225, 2020-08-10T10:03:42+00:00, 9, 11, LOSE
424, 1, 225, 2020-08-10T10:08:36+00:00, 13, 1, WIN
424, 2, 225, 2020-08-10T10:13:24+00:00, 12, 2, WIN
424, 3, 225, 2020-08-10T10:18:12+00:00, 10, 1, WIN
425, 1, 225, 2020-08-10T10:23:06+00:00, 15, 12, WIN
425, 2, 225, 2020-08-10T10:27:54+00:00, 12, 2, WIN
425, 3, 225, 2020-08-10T10:32:42+00:00, 13, 1, WIN
426, 1, 225, 2020-08-10T10:37:36+00:00, 10, 0, WIN
426, 2, 225, 2020-08-10T10:42:24+00:00, 10, 12, LOSE
426, 3, 225, 2020-08-10T10:47:12+00:00, 11, 14, LOSE
427, 1, 225, 2020-08-10T10:52:06+00:00, 19, 9, WIN
427, 2, 225, 2020-08-10T10:56:54+00:00, 8, 2, WIN
427, 3, 225, 2020-08-10T11:01:42+00:00, 10, 0, WIN
428, 1, 225, 2020-08-10T11:06:36+00:00, 9, 10, LOSE
428, 2, 225, 2020-08-10T11:11:24+00:00, 9, 2, WIN
428, 3, 225, 2020-08-10T11:16:11+00:00, 11, 14, LOSE
429, 1, 225, 2020-08-10T11:21:06+00:00, 19, 11, WIN
429, 2, 225, 2020-08-10T11:25:54+00:00, 9, 2, WIN
429, 3, 225, 2020-08-10T11:30:42+00:00, 13, 1, WIN
430, 1, 225, 2020-08-10T11:35:36+00:00, 12, 13, LOSE
430, 2, 225, 2020-08-10T11:40:25+00:00, 12, 1, WIN
430, 3, 225, 2020-08-10T11:45:12+00:00, 10, 10, LOSE
431, 1, 225, 2020-08-10T11:50:07+00:00, 12, 8, WIN
431, 2, 225, 2020-08-10T11:54:55+00:00, 12, 1, WIN
431, 3, 225, 2020-08-10T11:59:43+00:00, 11, 14, LOSE
432, 1, 225, 2020-08-10T12:04:37+00:00, 6, 2, WIN
432, 2, 225, 2020-08-10T12:09:25+00:00, 13, 1, WIN
432, 3, 225, 2020-08-10T12:14:13+00:00, 12, 0, WIN
433, 1, 225, 2020-08-10T12:19:07+00:00, 9, 4, WIN
433, 2, 225, 2020-08-10T12:23:55+00:00, 14, 2, WIN
433, 3, 225, 2020-08-10T12:28:43+00:00, 10, 0, WIN
434, 1, 225, 2020-08-10T12:33:38+00:00, 10, 12, LOSE
434, 2, 225, 2020-08-10T12:38:26+00:00, 10, 1, WIN
434, 3, 225, 2020-08-10T12:43:14+00:00, 11, 2, WIN
435, 1, 225, 2020-08-10T12:48:08+00:00, 17, 12, WIN
435, 2, 225, 2020-08-10T12:52:56+00:00, 12, 2, WIN
435, 3, 225, 2020-08-10T12:57:44+00:00, 10, 11, LOSE
436, 1, 225, 2020-08-10T13:02:38+00:00, 14, 2, WIN
436, 2, 225, 2020-08-10T13:07:26+00:00, 14, 2, WIN
436, 3, 225, 2020-08-10T13:12:13+00:00, 13, 7, WIN
437, 1, 225, 2020-08-10T13:17:08+00:00, 20, 8, WIN
437, 2, 225, 2020-08-10T13:21:56+00:00, 13, 1, WIN
437, 3, 225, 2020-08-10T13:26:43+00:00, 10, 0, WIN
438, 1, 225, 2020-08-10T13:31:37+00:00, 14, 4, WIN
438, 2, 225, 2020-08-10T13:36:25+00:00, 9, 5, WIN
438, 3, 225, 2020-08-10T13:41:13+00:00, 10, 4, WIN
439, 1, 225, 2020-08-10T13:46:07+00:00, 14, 4, WIN
439, 2, 225, 2020-08-10T13:50:55+00:00, 9, 2, WIN
439, 3, 225, 2020-08-10T13:55:43+00:00, 10, 14, LOSE
440, 1, 225, 2020-08-10T14:00:37+00:00, 10, 0, WIN
440, 2, 225, 2020-08-10T14:05:25+00:00, 9, 2, WIN
440, 3, 225, 2020-08-10T14:10:13+00:00, 18, 11, WIN
441, 1, 225, 2020-08-10T14:15:07+00:00, 14, 10, WIN
441, 2, 225, 2020-08-10T14:19:55+00:00, 13, 4, WIN
441, 3, 225, 2020-08-10T14:24:43+00:00, 8, 12, LOSE
442, 1, 225, 2020-08-10T14:29:37+00:00, 7, 4, WIN
442, 2, 225, 2020-08-10T14:34:24+00:00, 9, 2, WIN
442, 3, 225, 2020-08-10T14:39:12+00:00, 12, 2, WIN
443, 1, 225, 2020-08-10T14:44:07+00:00, 19, 8, WIN
443, 2, 225, 2020-08-10T14:48:55+00:00, 8, 2, WIN
443, 3, 225, 2020-08-10T14:53:43+00:00, 12, 11, WIN
444, 1, 225, 2020-08-10T14:58:38+00:00, 19, 7, WIN
444, 2, 225, 2020-08-10T15:03:25+00:00, 12, 2, WIN
444, 3, 225, 2020-08-10T15:08:13+00:00, 9, 2, WIN
445, 1, 225, 2020-08-10T15:13:10+00:00, 7, 1, WIN
445, 2, 225, 2020-08-10T15:17:58+00:00, 12, 2, WIN
445, 3, 225, 2020-08-10T15:22:46+00:00, 12, 12, LOSE
446, 1, 225, 2020-08-10T15:27:40+00:00, 12, 13, LOSE
446, 2, 225, 2020-08-10T15:32:28+00:00, 10, 12, LOSE
446, 3, 225, 2020-08-10T15:37:16+00:00, 8, 14, LOSE
447, 1, 225, 2020-08-10T15:42:10+00:00, 17, 9, WIN
447, 2, 225, 2020-08-10T15:46:59+00:00, 10, 2, WIN
447, 3, 225, 2020-08-10T15:51:46+00:00, 13, 1, WIN
448, 1, 225, 2020-08-10T15:56:42+00:00, 10, 0, WIN
448, 2, 225, 2020-08-10T16:01:29+00:00, 9, 10, LOSE
448, 3, 225, 2020-08-10T16:06:17+00:00, 19, 8, WIN
449, 1, 225, 2020-08-10T16:11:11+00:00, 15, 13, WIN
449, 2, 225, 2020-08-10T16:15:59+00:00, 9, 12, LOSE
449, 3, 225, 2020-08-10T16:20:47+00:00, 7, 15, LOSE
450, 1, 225, 2020-08-10T16:25:42+00:00, 14, 12, WIN
450, 2, 225, 2020-08-10T16:30:30+00:00, 13, 1, WIN
450, 3, 225, 2020-08-10T16:35:18+00:00, 12, 12, LOSE
451, 1, 225, 2020-08-10T16:40:12+00:00, 10, 0, WIN
451, 2, 225, 2020-08-10T16:45:00+00:00, 9, 2, WIN
451, 3, 225, 2020-08-10T16:49:48+00:00, 12, 12, LOSE
452, 1, 225, 2020-08-10T16:54:43+00:00, 9, 10, LOSE
452, 2, 225, 2020-08-10T16:59:31+00:00, 13, 1, WIN
452, 3, 225, 2020-08-10T17:04:19+00:00, 13, 1, WIN
453, 1, 225, 2020-08-10T17:09:13+00:00, 10, 0, WIN
453, 2, 225, 2020-08-10T17:14:01+00:00, 12, 2, WIN
453, 3, 225, 2020-08-10T17:18:49+00:00, 4, 14, LOSE
454, 1, 225, 2020-08-10T17:23:44+00:00, 11, 13, LOSE
454, 2, 225, 2020-08-10T17:28:32+00:00, 9, 2, WIN
454, 3, 225, 2020-08-10T17:33:20+00:00, 11, 14, LOSE
455, 1, 225, 2020-08-10T17:38:14+00:00, 7, 9, LOSE
455, 2, 225, 2020-08-10T17:43:02+00:00, 13, 1, WIN
455, 3, 225, 2020-08-10T17:47:51+00:00, 6, 13, LOSE
456, 1, 225, 2020-08-10T17:52:45+00:00, 17, 11, WIN
456, 2, 225, 2020-08-10T17:57:33+00:00, 13, 1, WIN
456, 3, 225, 2020-08-10T18:02:20+00:00, 6, 13, LOSE
457, 1, 225, 2020-08-10T18:07:15+00:00, 14, 1, WIN
457, 2, 225, 2020-08-10T18:12:03+00:00, 17, 7, WIN
457, 3, 225, 2020-08-10T18:16:51+00:00, 10, 0, WIN
458, 1, 225, 2020-08-10T18:21:45+00:00, 10, 0, WIN
458, 2, 225, 2020-08-10T18:26:33+00:00, 13, 1, WIN
458, 3, 225, 2020-08-10T18:31:21+00:00, 7, 14, LOSE
459, 1, 225, 2020-08-10T18:36:16+00:00, 21, 11, WIN
459, 2, 225, 2020-08-10T18:41:03+00:00, 14, 2, WIN
459, 3, 225, 2020-08-10T18:45:51+00:00, 11, 8, WIN
460, 1, 225, 2020-08-10T18:50:46+00:00, 5, 5, LOSE
460, 2, 225, 2020-08-10T18:55:33+00:00, 13, 1, WIN
460, 3, 225, 2020-08-10T19:00:21+00:00, 11, 13, LOSE
461, 1, 225, 2020-08-10T19:05:16+00:00, 13, 3, WIN
461, 2, 225, 2020-08-10T19:10:03+00:00, 12, 2, WIN
