iteration, enemy_level, game_time(s), date, my_score, enemy_score, battle_result
34, 3, 225, 2020-08-06T12:03:23+00:00, 8, 8, LOSE
35, 1, 225, 2020-08-06T12:08:18+00:00, 9, 10, LOSE
35, 2, 225, 2020-08-06T12:13:05+00:00, 9, 2, WIN
35, 3, 225, 2020-08-06T12:17:53+00:00, 15, 7, WIN
36, 1, 225, 2020-08-06T12:22:48+00:00, 16, 10, WIN
36, 2, 225, 2020-08-06T12:27:36+00:00, 9, 2, WIN
36, 3, 225, 2020-08-06T12:32:23+00:00, 9, 12, LOSE
37, 1, 225, 2020-08-06T12:37:17+00:00, 10, 0, WIN
37, 2, 225, 2020-08-06T12:42:05+00:00, 9, 2, WIN
37, 3, 225, 2020-08-06T12:46:53+00:00, 8, 14, LOSE
38, 1, 225, 2020-08-06T12:51:47+00:00, 13, 9, WIN
38, 2, 225, 2020-08-06T12:56:34+00:00, 9, 2, WIN
38, 3, 225, 2020-08-06T13:01:22+00:00, 12, 2, WIN
39, 1, 225, 2020-08-06T13:06:16+00:00, 15, 4, WIN
39, 2, 225, 2020-08-06T13:11:04+00:00, 13, 1, WIN
39, 3, 225, 2020-08-06T13:15:51+00:00, 13, 1, WIN
40, 1, 225, 2020-08-06T13:20:46+00:00, 12, 5, WIN
40, 2, 225, 2020-08-06T13:25:34+00:00, 9, 2, WIN
40, 3, 225, 2020-08-06T13:30:22+00:00, 18, 15, WIN
41, 1, 225, 2020-08-06T13:35:16+00:00, 12, 8, WIN
41, 2, 225, 2020-08-06T13:40:03+00:00, 9, 2, WIN
41, 3, 225, 2020-08-06T13:44:51+00:00, 8, 10, LOSE
42, 1, 225, 2020-08-06T13:49:46+00:00, 9, 10, LOSE
42, 2, 225, 2020-08-06T13:54:33+00:00, 8, 2, WIN
42, 3, 225, 2020-08-06T13:59:21+00:00, 10, 0, WIN
43, 1, 225, 2020-08-06T14:04:16+00:00, 9, 10, LOSE
43, 2, 225, 2020-08-06T14:09:04+00:00, 9, 2, WIN
43, 3, 225, 2020-08-06T14:13:52+00:00, 2, 12, LOSE
44, 1, 225, 2020-08-06T14:18:46+00:00, 17, 4, WIN
44, 2, 225, 2020-08-06T14:23:34+00:00, 12, 1, WIN
44, 3, 225, 2020-08-06T14:28:22+00:00, 12, 13, LOSE
45, 1, 225, 2020-08-06T14:33:16+00:00, 12, 9, WIN
45, 2, 225, 2020-08-06T14:38:04+00:00, 9, 2, WIN
45, 3, 225, 2020-08-06T14:42:52+00:00, 9, 5, WIN
46, 1, 225, 2020-08-06T14:47:46+00:00, 12, 5, WIN
46, 2, 225, 2020-08-06T14:52:34+00:00, 9, 2, WIN
46, 3, 225, 2020-08-06T14:57:22+00:00, 12, 2, WIN
47, 1, 225, 2020-08-06T15:02:16+00:00, 15, 13, WIN
47, 2, 225, 2020-08-06T15:07:04+00:00, 9, 2, WIN
47, 3, 225, 2020-08-06T15:11:51+00:00, 10, 0, WIN
48, 1, 225, 2020-08-06T15:16:46+00:00, 10, 4, WIN
48, 2, 225, 2020-08-06T15:21:33+00:00, 9, 2, WIN
48, 3, 225, 2020-08-06T15:26:21+00:00, 8, 14, LOSE
49, 1, 225, 2020-08-06T15:31:15+00:00, 10, 0, WIN
49, 2, 225, 2020-08-06T15:36:02+00:00, 9, 2, WIN
49, 3, 225, 2020-08-06T15:40:50+00:00, 10, 0, WIN
50, 1, 225, 2020-08-06T15:45:45+00:00, 12, 13, LOSE
50, 2, 225, 2020-08-06T15:50:33+00:00, 12, 1, WIN
50, 3, 225, 2020-08-06T15:55:20+00:00, 12, 1, WIN
51, 1, 225, 2020-08-06T16:00:15+00:00, 17, 12, WIN
51, 2, 225, 2020-08-06T16:05:02+00:00, 9, 2, WIN
51, 3, 225, 2020-08-06T16:09:50+00:00, 11, 13, LOSE
52, 1, 225, 2020-08-06T16:14:45+00:00, 9, 10, LOSE
52, 2, 225, 2020-08-06T16:19:32+00:00, 9, 2, WIN
52, 3, 225, 2020-08-06T16:24:20+00:00, 10, 0, WIN
53, 1, 225, 2020-08-06T16:29:15+00:00, 17, 13, WIN
53, 2, 225, 2020-08-06T16:34:03+00:00, 13, 1, WIN
53, 3, 225, 2020-08-06T16:38:51+00:00, 13, 1, WIN
54, 1, 225, 2020-08-06T16:43:45+00:00, 14, 4, WIN
54, 2, 225, 2020-08-06T16:48:33+00:00, 9, 2, WIN
54, 3, 225, 2020-08-06T16:53:21+00:00, 9, 10, LOSE
55, 1, 225, 2020-08-06T16:58:15+00:00, 11, 10, WIN
55, 2, 225, 2020-08-06T17:03:03+00:00, 10, 1, WIN
55, 3, 225, 2020-08-06T17:07:51+00:00, 11, 13, LOSE
56, 1, 225, 2020-08-06T17:12:45+00:00, 13, 10, WIN
56, 2, 225, 2020-08-06T17:17:33+00:00, 12, 2, WIN
56, 3, 225, 2020-08-06T17:22:21+00:00, 13, 1, WIN
57, 1, 225, 2020-08-06T17:27:16+00:00, 10, 0, WIN
57, 2, 225, 2020-08-06T17:32:03+00:00, 9, 7, WIN
57, 3, 225, 2020-08-06T17:36:52+00:00, 9, 10, LOSE
58, 1, 225, 2020-08-06T17:41:46+00:00, 13, 9, WIN
58, 2, 225, 2020-08-06T17:46:34+00:00, 9, 2, WIN
58, 3, 225, 2020-08-06T17:51:22+00:00, 9, 13, LOSE
59, 1, 225, 2020-08-06T17:56:16+00:00, 10, 0, WIN
59, 2, 225, 2020-08-06T18:01:04+00:00, 9, 2, WIN
59, 3, 225, 2020-08-06T18:05:52+00:00, 2, 13, LOSE
60, 1, 225, 2020-08-06T18:10:46+00:00, 12, 10, WIN
60, 2, 225, 2020-08-06T18:15:34+00:00, 9, 2, WIN
60, 3, 225, 2020-08-06T18:20:22+00:00, 9, 7, WIN
61, 1, 225, 2020-08-06T18:25:16+00:00, 17, 5, WIN
61, 2, 225, 2020-08-06T18:30:04+00:00, 12, 2, WIN
61, 3, 225, 2020-08-06T18:34:51+00:00, 10, 0, WIN
62, 1, 225, 2020-08-06T18:39:46+00:00, 9, 10, LOSE
62, 2, 225, 2020-08-06T18:44:33+00:00, 9, 2, WIN
62, 3, 225, 2020-08-06T18:49:21+00:00, 10, 0, WIN
63, 1, 225, 2020-08-06T18:54:16+00:00, 12, 5, WIN
63, 2, 225, 2020-08-06T18:59:03+00:00, 9, 2, WIN
63, 3, 225, 2020-08-06T19:03:51+00:00, 10, 0, WIN
64, 1, 225, 2020-08-06T19:08:45+00:00, 16, 10, WIN
64, 2, 225, 2020-08-06T19:13:33+00:00, 9, 2, WIN
64, 3, 225, 2020-08-06T19:18:20+00:00, 10, 0, WIN
65, 1, 225, 2020-08-06T19:23:15+00:00, 12, 10, WIN
65, 2, 225, 2020-08-06T19:28:02+00:00, 9, 2, WIN
65, 3, 225, 2020-08-06T19:32:50+00:00, 12, 0, WIN
66, 1, 225, 2020-08-06T19:37:44+00:00, 17, 10, WIN
66, 2, 225, 2020-08-06T19:42:32+00:00, 10, 1, WIN
66, 3, 225, 2020-08-06T19:47:20+00:00, 11, 14, LOSE
67, 1, 225, 2020-08-06T19:52:14+00:00, 19, 9, WIN
67, 2, 225, 2020-08-06T19:57:02+00:00, 9, 2, WIN
67, 3, 225, 2020-08-06T20:01:50+00:00, 11, 13, LOSE
68, 1, 225, 2020-08-06T20:06:44+00:00, 16, 4, WIN
68, 2, 225, 2020-08-06T20:11:31+00:00, 9, 2, WIN
68, 3, 225, 2020-08-06T20:16:19+00:00, 9, 1, WIN
69, 1, 225, 2020-08-06T20:21:14+00:00, 9, 10, LOSE
69, 2, 225, 2020-08-06T20:26:02+00:00, 9, 2, WIN
69, 3, 225, 2020-08-06T20:30:49+00:00, 11, 12, LOSE
70, 1, 225, 2020-08-06T20:35:44+00:00, 17, 5, WIN
70, 2, 225, 2020-08-06T20:40:32+00:00, 9, 2, WIN
70, 3, 225, 2020-08-06T20:45:19+00:00, 8, 14, LOSE
71, 1, 225, 2020-08-06T20:50:14+00:00, 13, 12, WIN
71, 2, 225, 2020-08-06T20:55:02+00:00, 13, 1, WIN
71, 3, 225, 2020-08-06T20:59:50+00:00, 8, 2, WIN
72, 1, 225, 2020-08-06T21:04:44+00:00, 12, 1, WIN
72, 2, 225, 2020-08-06T21:09:33+00:00, 10, 1, WIN
72, 3, 225, 2020-08-06T21:14:22+00:00, 9, 7, WIN
73, 1, 225, 2020-08-06T21:19:16+00:00, 12, 7, WIN
73, 2, 225, 2020-08-06T21:24:05+00:00, 10, 1, WIN
73, 3, 225, 2020-08-06T21:28:53+00:00, 7, 8, LOSE
74, 1, 225, 2020-08-06T21:33:47+00:00, 16, 4, WIN
74, 2, 225, 2020-08-06T21:38:35+00:00, 15, 2, WIN
74, 3, 225, 2020-08-06T21:43:23+00:00, 9, 9, LOSE
75, 1, 225, 2020-08-06T21:48:17+00:00, 17, 10, WIN
75, 2, 225, 2020-08-06T21:53:05+00:00, 12, 2, WIN
75, 3, 225, 2020-08-06T21:57:53+00:00, 7, 2, WIN
76, 1, 225, 2020-08-06T22:02:47+00:00, 16, 13, WIN
76, 2, 225, 2020-08-06T22:07:35+00:00, 13, 1, WIN
76, 3, 225, 2020-08-06T22:12:23+00:00, 9, 13, LOSE
77, 1, 225, 2020-08-06T22:17:17+00:00, 10, 0, WIN
77, 2, 225, 2020-08-06T22:22:05+00:00, 9, 2, WIN
77, 3, 225, 2020-08-06T22:26:53+00:00, 10, 12, LOSE
78, 1, 225, 2020-08-06T22:31:48+00:00, 17, 10, WIN
78, 2, 225, 2020-08-06T22:36:35+00:00, 9, 2, WIN
78, 3, 225, 2020-08-06T22:41:23+00:00, 9, 10, LOSE
79, 1, 225, 2020-08-06T22:46:17+00:00, 12, 10, WIN
79, 2, 225, 2020-08-06T22:51:05+00:00, 13, 12, WIN
79, 3, 225, 2020-08-06T22:55:52+00:00, 10, 12, LOSE
80, 1, 225, 2020-08-06T23:00:47+00:00, 16, 4, WIN
80, 2, 225, 2020-08-06T23:05:34+00:00, 9, 2, WIN
80, 3, 225, 2020-08-06T23:10:22+00:00, 7, 15, LOSE
81, 1, 225, 2020-08-06T23:15:16+00:00, 12, 13, LOSE
81, 2, 225, 2020-08-06T23:20:04+00:00, 9, 2, WIN
81, 3, 225, 2020-08-06T23:24:51+00:00, 8, 14, LOSE
82, 1, 225, 2020-08-06T23:29:46+00:00, 16, 4, WIN
82, 2, 225, 2020-08-06T23:34:33+00:00, 9, 2, WIN
82, 3, 225, 2020-08-06T23:39:22+00:00, 9, 3, WIN
83, 1, 225, 2020-08-06T23:44:16+00:00, 12, 10, WIN
83, 2, 225, 2020-08-06T23:49:04+00:00, 9, 2, WIN
83, 3, 225, 2020-08-06T23:53:52+00:00, 12, 7, WIN
84, 1, 225, 2020-08-06T23:58:46+00:00, 10, 0, WIN
84, 2, 225, 2020-08-07T00:03:34+00:00, 17, 10, WIN
84, 3, 225, 2020-08-07T00:08:21+00:00, 12, 1, WIN
85, 1, 225, 2020-08-07T00:13:16+00:00, 14, 13, WIN
85, 2, 225, 2020-08-07T00:18:03+00:00, 9, 2, WIN
85, 3, 225, 2020-08-07T00:22:51+00:00, 10, 0, WIN
86, 1, 225, 2020-08-07T00:27:45+00:00, 10, 10, LOSE
86, 2, 225, 2020-08-07T00:32:33+00:00, 9, 2, WIN
86, 3, 225, 2020-08-07T00:37:20+00:00, 9, 12, LOSE
87, 1, 225, 2020-08-07T00:42:15+00:00, 14, 1, WIN
87, 2, 225, 2020-08-07T00:47:03+00:00, 10, 1, WIN
87, 3, 225, 2020-08-07T00:51:52+00:00, 9, 2, WIN
88, 1, 225, 2020-08-07T00:56:47+00:00, 9, 9, LOSE
88, 2, 225, 2020-08-07T01:01:36+00:00, 10, 1, WIN
88, 3, 225, 2020-08-07T01:06:24+00:00, 11, 1, WIN
89, 1, 225, 2020-08-07T01:11:18+00:00, 12, 10, WIN
89, 2, 225, 2020-08-07T01:16:06+00:00, 13, 1, WIN
89, 3, 225, 2020-08-07T01:20:53+00:00, 2, 12, LOSE
90, 1, 225, 2020-08-07T01:25:47+00:00, 17, 10, WIN
90, 2, 225, 2020-08-07T01:30:35+00:00, 9, 2, WIN
90, 3, 225, 2020-08-07T01:35:22+00:00, 10, 14, LOSE
91, 1, 225, 2020-08-07T01:40:17+00:00, 10, 0, WIN
91, 2, 225, 2020-08-07T01:45:04+00:00, 9, 2, WIN
91, 3, 225, 2020-08-07T01:49:52+00:00, 9, 13, LOSE
92, 1, 225, 2020-08-07T01:54:47+00:00, 15, 4, WIN
92, 2, 225, 2020-08-07T01:59:34+00:00, 10, 1, WIN
92, 3, 225, 2020-08-07T02:04:22+00:00, 10, 11, LOSE
93, 1, 225, 2020-08-07T02:09:16+00:00, 16, 10, WIN
93, 2, 225, 2020-08-07T02:14:04+00:00, 9, 10, LOSE
93, 3, 225, 2020-08-07T02:18:51+00:00, 10, 0, WIN
94, 1, 225, 2020-08-07T02:23:46+00:00, 15, 13, WIN
94, 2, 225, 2020-08-07T02:28:34+00:00, 9, 2, WIN
94, 3, 225, 2020-08-07T02:33:22+00:00, 13, 1, WIN
95, 1, 225, 2020-08-07T02:38:16+00:00, 16, 4, WIN
95, 2, 225, 2020-08-07T02:43:03+00:00, 13, 1, WIN
95, 3, 225, 2020-08-07T02:47:51+00:00, 11, 13, LOSE
96, 1, 225, 2020-08-07T02:52:45+00:00, 17, 4, WIN
96, 2, 225, 2020-08-07T02:57:33+00:00, 9, 2, WIN
96, 3, 225, 2020-08-07T03:02:20+00:00, 10, 0, WIN
97, 1, 225, 2020-08-07T03:07:15+00:00, 15, 4, WIN
97, 2, 225, 2020-08-07T03:12:03+00:00, 9, 2, WIN
97, 3, 225, 2020-08-07T03:16:51+00:00, 11, 5, WIN
98, 1, 225, 2020-08-07T03:21:45+00:00, 12, 10, WIN
98, 2, 225, 2020-08-07T03:26:33+00:00, 9, 2, WIN
98, 3, 225, 2020-08-07T03:31:21+00:00, 10, 9, WIN
99, 1, 225, 2020-08-07T03:36:15+00:00, 13, 3, WIN
99, 2, 225, 2020-08-07T03:41:03+00:00, 9, 2, WIN
99, 3, 225, 2020-08-07T03:45:50+00:00, 13, 1, WIN
100, 1, 225, 2020-08-07T03:50:44+00:00, 12, 10, WIN
100, 2, 225, 2020-08-07T03:55:32+00:00, 9, 2, WIN
100, 3, 225, 2020-08-07T04:00:20+00:00, 12, 0, WIN
101, 1, 225, 2020-08-07T04:05:14+00:00, 16, 4, WIN
101, 2, 225, 2020-08-07T04:10:02+00:00, 9, 2, WIN
101, 3, 225, 2020-08-07T04:14:50+00:00, 11, 8, WIN
102, 1, 225, 2020-08-07T04:19:44+00:00, 17, 4, WIN
102, 2, 225, 2020-08-07T04:24:32+00:00, 9, 2, WIN
102, 3, 225, 2020-08-07T04:29:20+00:00, 10, 0, WIN
103, 1, 225, 2020-08-07T04:34:14+00:00, 12, 13, LOSE
103, 2, 225, 2020-08-07T04:39:02+00:00, 8, 2, WIN
103, 3, 225, 2020-08-07T04:43:50+00:00, 10, 15, LOSE
104, 1, 225, 2020-08-07T04:48:44+00:00, 17, 10, WIN
104, 2, 225, 2020-08-07T04:53:32+00:00, 9, 2, WIN
104, 3, 225, 2020-08-07T04:58:20+00:00, 11, 14, LOSE
105, 1, 225, 2020-08-07T05:03:14+00:00, 10, 0, WIN
105, 2, 225, 2020-08-07T05:08:02+00:00, 9, 10, LOSE
105, 3, 225, 2020-08-07T05:12:50+00:00, 2, 12, LOSE
106, 1, 225, 2020-08-07T05:17:44+00:00, 16, 10, WIN
106, 2, 225, 2020-08-07T05:22:31+00:00, 12, 1, WIN
106, 3, 225, 2020-08-07T05:27:19+00:00, 13, 1, WIN
107, 1, 225, 2020-08-07T05:32:14+00:00, 16, 4, WIN
107, 2, 225, 2020-08-07T05:37:02+00:00, 9, 2, WIN
107, 3, 225, 2020-08-07T05:41:49+00:00, 9, 12, LOSE
108, 1, 225, 2020-08-07T05:46:43+00:00, 12, 10, WIN
108, 2, 225, 2020-08-07T05:51:31+00:00, 9, 2, WIN
108, 3, 225, 2020-08-07T05:56:19+00:00, 12, 0, WIN
109, 1, 225, 2020-08-07T06:01:13+00:00, 12, 10, WIN
109, 2, 225, 2020-08-07T06:06:01+00:00, 9, 2, WIN
109, 3, 225, 2020-08-07T06:10:48+00:00, 4, 14, LOSE
110, 1, 225, 2020-08-07T06:15:43+00:00, 18, 8, WIN
110, 2, 225, 2020-08-07T06:20:31+00:00, 9, 2, WIN
110, 3, 225, 2020-08-07T06:25:19+00:00, 11, 13, LOSE
111, 1, 225, 2020-08-07T06:30:13+00:00, 14, 13, WIN
111, 2, 225, 2020-08-07T06:35:01+00:00, 9, 2, WIN
111, 3, 225, 2020-08-07T06:39:48+00:00, 10, 4, WIN
112, 1, 225, 2020-08-07T06:44:43+00:00, 17, 13, WIN
112, 2, 225, 2020-08-07T06:49:30+00:00, 9, 2, WIN
112, 3, 225, 2020-08-07T06:54:18+00:00, 11, 13, LOSE
113, 1, 225, 2020-08-07T06:59:12+00:00, 17, 10, WIN
113, 2, 225, 2020-08-07T07:04:00+00:00, 9, 2, WIN
113, 3, 225, 2020-08-07T07:08:48+00:00, 10, 11, LOSE
114, 1, 225, 2020-08-07T07:13:41+00:00, 15, 4, WIN
114, 2, 225, 2020-08-07T07:18:29+00:00, 9, 2, WIN
114, 3, 225, 2020-08-07T07:23:17+00:00, 10, 0, WIN
115, 1, 225, 2020-08-07T07:28:11+00:00, 12, 10, WIN
115, 2, 225, 2020-08-07T07:32:58+00:00, 9, 2, WIN
115, 3, 225, 2020-08-07T07:37:46+00:00, 11, 0, WIN
116, 1, 225, 2020-08-07T07:42:40+00:00, 12, 9, WIN
116, 2, 225, 2020-08-07T07:47:28+00:00, 14, 2, WIN
116, 3, 225, 2020-08-07T07:52:16+00:00, 10, 1, WIN
117, 1, 225, 2020-08-07T07:57:10+00:00, 17, 10, WIN
117, 2, 225, 2020-08-07T08:01:58+00:00, 8, 2, WIN
117, 3, 225, 2020-08-07T08:06:46+00:00, 10, 0, WIN
118, 1, 225, 2020-08-07T08:11:40+00:00, 20, 9, WIN
118, 2, 225, 2020-08-07T08:16:28+00:00, 13, 1, WIN
118, 3, 225, 2020-08-07T08:21:15+00:00, 10, 0, WIN
119, 1, 225, 2020-08-07T08:26:09+00:00, 12, 13, LOSE
119, 2, 225, 2020-08-07T08:30:57+00:00, 10, 1, WIN
119, 3, 225, 2020-08-07T08:35:45+00:00, 8, 14, LOSE
120, 1, 225, 2020-08-07T08:40:39+00:00, 12, 12, LOSE
120, 2, 225, 2020-08-07T08:45:27+00:00, 9, 2, WIN
120, 3, 225, 2020-08-07T08:50:14+00:00, 10, 12, LOSE
121, 1, 225, 2020-08-07T08:55:08+00:00, 16, 4, WIN
121, 2, 225, 2020-08-07T08:59:56+00:00, 13, 1, WIN
121, 3, 225, 2020-08-07T09:04:43+00:00, 13, 1, WIN
122, 1, 225, 2020-08-07T09:09:37+00:00, 10, 0, WIN
122, 2, 225, 2020-08-07T09:14:25+00:00, 9, 2, WIN
122, 3, 225, 2020-08-07T09:19:13+00:00, 2, 13, LOSE
123, 1, 225, 2020-08-07T09:24:07+00:00, 17, 4, WIN
123, 2, 225, 2020-08-07T09:28:55+00:00, 9, 2, WIN
123, 3, 225, 2020-08-07T09:33:42+00:00, 8, 7, WIN
124, 1, 225, 2020-08-07T09:38:36+00:00, 12, 7, WIN
124, 2, 225, 2020-08-07T09:43:24+00:00, 9, 2, WIN
124, 3, 225, 2020-08-07T09:48:12+00:00, 16, 2, WIN
125, 1, 225, 2020-08-07T09:53:06+00:00, 17, 10, WIN
125, 2, 225, 2020-08-07T09:57:53+00:00, 9, 10, LOSE
125, 3, 225, 2020-08-07T10:02:41+00:00, 10, 0, WIN
126, 1, 225, 2020-08-07T10:07:35+00:00, 17, 4, WIN
126, 2, 225, 2020-08-07T10:12:23+00:00, 18, 10, WIN
126, 3, 225, 2020-08-07T10:17:11+00:00, 8, 13, LOSE
127, 1, 225, 2020-08-07T10:22:05+00:00, 13, 10, WIN
127, 2, 225, 2020-08-07T10:26:53+00:00, 9, 10, LOSE
